77288,81310,4022,4022,
77467,81391,3924,3924,
77568,81450,3882,3882,
77587,81450,3863,3863,
77675,81450,3775,3775,
77697,81450,3753,3753,
77801,81450,3649,3649,
77811,81450,3639,3639,
77889,81450,3561,3561,
78015,81450,3435,3435,
78106,81450,3344,3344,
78274,81450,3176,3176,
78774,81450,2676,2676,
78791,81450,2659,2659,
79015,81450,2435,2435,
79374,81450,2076,2076,
79395,81450,2055,2055,
79468,81450,1982,1982,
79501,81450,1949,1949,
79555,81607,2052,2052,
79617,81694,2077,2077,
79679,81752,2073,2073,
79769,81901,2132,2132,
79829,81943,2114,2114,
79851,81943,2092,2092,
79976,81943,1967,1967,
80092,81943,1851,1851,
80337,81943,1606,1606,
80476,81943,1467,1467,
80545,81943,1398,1398,
80603,81943,1340,1340,
80718,81943,1225,1225,
80739,81943,1204,1204,
81027,81943,916,916,
81232,81943,711,711,
81249,81976,727,727,
81303,81976,673,673,
81450,81976,526,526,
81479,81976,497,497,
81533,81976,443,443,
81620,81976,356,356,
81857,81976,119,119,
81860,81976,116,116,
81943,81976,33,33,
81976,81976,0,0,
81996,81976,-20,20,
82055,81976,-79,79,
82147,81976,-171,171,
82315,81976,-339,339,
82508,81976,-532,532,
82613,81976,-637,637,
82717,81976,-741,741,
82728,82014,-714,714,
82756,82015,-741,741,
82774,82114,-660,660,
82806,82123,-683,683,
82865,82318,-547,547,
82921,82748,-173,173,
82925,82954,29,29,
82943,83141,198,198,
82980,83158,178,178,
83016,83298,282,282,
83043,83357,314,314,
83198,83359,161,161,
83243,83417,174,174,
83334,83584,250,250,
83479,83692,213,213,
83498,83737,239,239,
83589,83830,241,241,
83847,83959,112,112,
83965,84016,51,51,
84038,84040,2,2,
84246,84124,-122,122,
84383,84125,-258,258,
84399,84719,320,320,
84499,85115,616,616,
84635,85175,540,540,
84695,85311,616,616,
84801,85369,568,568,
84890,85421,531,531,
84968,85585,617,617,
85195,85933,738,738,
85220,86313,1093,1093,
85462,86368,906,906,
85756,86513,757,757,
85762,87174,1412,1412,
85989,87183,1194,1194,
86115,87320,1205,1205,
86156,87399,1243,1243,
86234,87504,1270,1270,
86342,87817,1475,1475,
86509,88022,1513,1513,
86711,88410,1699,1699,
87002,88660,1658,1658,
87046,88825,1779,1779,
87150,88931,1781,1781,
87160,89156,1996,1996,
87181,89326,2145,2145,
87424,89514,2090,2090,
87499,89542,2043,2043,
87505,89542,2037,2037,
87607,89542,1935,1935,
87613,89542,1929,1929,
87918,89542,1624,1624,
88089,89542,1453,1453,
88096,89542,1446,1446,
88128,89542,1414,1414,
88201,89542,1341,1341,
88224,89542,1318,1318,
88333,89542,1209,1209,
88430,89542,1112,1112,
88509,89542,1033,1033,
88625,89542,917,917,
88626,89542,916,916,
88684,89542,858,858,
88843,89542,699,699,
88992,89542,550,550,
89315,90132,817,817,
89542,90132,590,590,
89689,90132,443,443,
89908,90132,224,224,
89954,90132,178,178,
90132,90132,0,0,
90143,90132,-11,11,
90150,90132,-18,18,
90197,90132,-65,65,
90318,90132,-186,186,
90326,90132,-194,194,
90430,90132,-298,298,
90443,90132,-311,311,
90544,90159,-385,385,
90703,90199,-504,504,
90738,90492,-246,246,
90991,90810,-181,181,
91078,90825,-253,253,
91215,91182,-33,33,
91264,91184,-80,80,
91304,91257,-47,47,
91310,91359,49,49,
91359,91359,0,0,
91491,91359,-132,132,
91540,91359,-181,181,
91613,91359,-254,254,
91705,91359,-346,346,
91737,91359,-378,378,
91800,91359,-441,441,
91829,91359,-470,470,
92017,91359,-658,658,
92084,91508,-576,576,
92197,91620,-577,577,
92481,91820,-661,661,
92526,91908,-618,618,
92556,92631,75,75,
92561,92788,227,227,
92576,92826,250,250,
92711,92972,261,261,
92745,93032,287,287,
92804,93232,428,428,
92853,93265,412,412,
92860,93477,617,617,
92908,93709,801,801,
92917,93730,813,813,
93138,93834,696,696,
93549,93916,367,367,
93702,94024,322,322,
93737,94024,287,287,
93858,94024,166,166,
93877,94024,147,147,
93925,94024,99,99,
93950,94024,74,74,
94024,94024,0,0,
94041,94024,-17,17,
94120,94024,-96,96,
94121,94024,-97,97,
94197,94024,-173,173,
94198,94024,-174,174,
94335,94024,-311,311,
94363,94024,-339,339,
94423,94024,-399,399,
94460,94197,-263,263,
94492,94197,-295,295,
94558,94197,-361,361,
94591,94382,-209,209,
94883,94498,-385,385,
95013,95060,47,47,
95133,95399,266,266,
95240,95399,159,159,
95374,95399,25,25,
95384,95399,15,15,
95399,95399,0,0,
95511,95399,-112,112,
95535,95399,-136,136,
95603,95399,-204,204,
95829,95399,-430,430,
95935,95399,-536,536,
96145,95399,-746,746,
96242,95399,-843,843,
96291,95399,-892,892,
96430,95695,-735,735,
96431,95779,-652,652,
96441,95825,-616,616,
96488,95847,-641,641,
96538,95924,-614,614,
96617,96423,-194,194,
96656,96436,-220,220,
96858,96548,-310,310,
96866,97100,234,234,
96914,97215,301,301,
96980,97390,410,410,
97018,97422,404,404,
97028,97422,394,394,
97254,97422,168,168,
97321,97422,101,101,
97337,97422,85,85,
97422,97422,0,0,
97483,97422,-61,61,
97487,97422,-65,65,
97548,97422,-126,126,
97596,97422,-174,174,
97663,97422,-241,241,
97698,97422,-276,276,
97715,97422,-293,293,
97864,97422,-442,442,
97989,97422,-567,567,
98341,97674,-667,667,
98471,98108,-363,363,
98477,98207,-270,270,
98617,98661,44,44,
98633,98676,43,43,
98778,98815,37,37,
98932,98849,-83,83,
99467,98966,-501,501,
99546,99041,-505,505,
99549,99341,-208,208,
99655,99387,-268,268,
99669,99520,-149,149,
99714,99758,44,44,
99723,99772,49,49,
99988,99896,-92,92,
